100;4662;55;normal
100;4726;55;normal
99;3900;56;normal
20;3345;56;normal
68;3153;57;normal
92;3165;57;normal
94;3184;58;normal
94;3216;58;normal
96;3261;59;normal
99;3312;60;normal
99;3360;61;normal
100;3397;62;normal
100;3439;63;normal
100;3485;63;normal
100;3524;64;normal
100;3561;65;normal
100;3605;66;normal
100;3641;66;normal
100;3679;67;normal
100;3716;68;normal
100;3743;68;normal
100;3777;69;normal
100;3807;69;normal
100;3829;70;normal
100;3869;70;normal
100;3914;71;normal
99;3948;72;normal
100;3975;72;normal
100;4006;73;normal
100;4042;74;normal
100;4074;74;normal
100;4113;75;normal
100;4141;75;normal
100;4167;76;normal
100;4190;76;normal
100;4210;77;normal
100;4234;77;normal
100;4260;78;normal
100;4283;78;normal
100;4314;79;normal
100;4332;79;normal
99;4359;79;normal
100;4389;80;normal
100;4417;80;normal
100;4445;81;bad
100;4472;81;bad
100;4492;82;bad
100;4520;82;bad
100;4536;83;bad
100;4557;83;bad
100;4580;83;bad
100;4610;84;bad
100;4626;84;bad
100;4595;84;bad
100;4663;85;bad
98;4667;85;bad
100;3733;85;bad
58;3442;85;bad
79;3317;85;bad
92;3272;86;bad
99;3281;86;bad
100;3292;86;bad
99;3309;87;bad
100;3326;87;bad
100;3341;87;bad
100;3354;88;bad
100;3366;88;bad
100;3378;89;bad
100;3395;89;bad
100;3406;89;bad
100;3417;90;bad
100;3419;90;bad
78;3441;90;bad
72;3450;90;bad
70;3429;90;bad
40;3404;89;bad
14;3323;89;bad
35;3356;88;bad
27;3294;85;bad
15;3221;84;bad
31;3205;84;bad
31;3192;84;bad
30;3160;83;bad
16;3125;83;bad
19;3112;82;bad
7;3092;81;bad
27;3061;80;normal
39;3045;80;normal
11;2843;74;normal
19;2811;74;normal
70;2756;70;normal
36;2657;70;normal
34;2652;69;normal
41;2662;70;normal
60;2648;69;normal
68;2646;69;normal
69;2665;70;normal
71;2669;70;normal
73;2682;70;normal
72;2690;70;normal
72;2696;70;normal
72;2701;71;normal
74;2710;71;normal
75;2718;71;normal
75;2731;71;normal
75;2743;72;normal
76;2753;72;normal
76;2763;72;normal
76;2770;73;normal
76;2785;73;normal
76;2788;73;normal
76;2803;73;normal
76;2806;74;normal
76;2817;74;normal
76;2825;74;normal
77;2833;74;normal
77;2841;74;normal
77;2850;75;normal
78;2856;75;normal
79;2870;75;normal
85;2882;75;normal
86;2889;76;normal
86;2902;76;normal
86;2916;76;normal
86;2928;77;normal
88;2947;77;normal
92;2954;77;normal
100;2972;78;normal
100;2983;78;normal
46;2957;78;normal
58;2927;78;normal
23;2913;77;normal
27;2914;77;normal
35;1903;47;normal
78;2005;47;normal
10;2112;47;normal
12;2236;46;normal
12;2372;46;normal
15;2528;46;normal
20;2529;46;normal
24;2492;45;normal
23;2495;45;normal
21;2477;45;normal
21;2476;45;normal
21;2474;45;normal
15;2481;45;normal
14;2468;45;normal
15;2441;44;normal
17;2429;45;normal
18;2422;44;normal
22;2420;44;normal
25;2412;44;normal
29;2414;44;normal
29;2412;44;normal
29;2410;44;normal
29;2407;44;normal
29;2413;44;normal
29;2411;44;normal
29;2413;44;normal
29;2422;44;normal
31;2425;44;normal
34;2428;44;normal
36;2428;44;normal
36;2433;44;normal
36;2428;44;normal
33;2417;44;normal
28;2428;44;normal
28;2420;44;normal
27;2423;44;normal
27;2435;44;normal
27;2450;44;normal
27;2454;44;normal
27;2449;44;normal
28;2448;44;normal
30;2440;44;normal
30;2440;44;normal
34;2455;45;normal
40;2464;45;normal
42;2472;45;normal
43;2481;45;normal
43;2492;45;normal
42;2503;45;normal
41;2510;46;normal
41;2519;46;normal
41;2521;46;normal
40;2535;46;normal
36;2530;46;normal
35;2537;46;normal
35;2542;46;normal
35;2551;46;normal
35;2554;47;normal
35;2556;47;normal
35;2562;47;normal
35;2560;47;normal
35;2564;47;normal
35;2604;47;normal
53;2615;48;normal
68;2646;48;normal
72;2662;48;normal
68;2682;49;normal
62;2716;49;normal
58;2748;50;normal
59;2779;51;normal
59;2793;51;normal
57;2774;50;normal
38;2781;51;normal
36;2792;51;normal
35;2793;51;normal
36;2791;51;normal
36;2796;51;normal
36;2795;51;normal
36;2799;51;normal
36;2807;51;normal
38;2812;51;normal
39;2805;51;normal
40;2817;51;normal
41;2827;51;normal
43;2832;51;normal
47;2841;52;normal
47;2851;52;normal
48;2864;52;normal
48;2881;52;normal
49;2899;53;normal
48;2915;53;normal
49;2918;53;normal
47;2924;53;normal
44;2933;53;normal
43;2942;54;normal
41;2943;54;normal
37;2945;54;normal
34;2940;54;normal
29;2939;54;normal
18;2947;53;normal
18;2936;53;normal
19;2928;53;normal
19;2923;53;normal
19;2905;53;normal
19;2899;53;normal
19;2895;53;normal
21;2881;53;normal
24;2869;52;normal
26;2883;52;normal
27;2870;52;normal
28;2003;52;normal
35;1982;52;normal
37;1992;52;normal
37;1991;52;normal
40;2002;52;normal
45;1996;52;normal
48;1990;52;normal
49;1995;52;normal
49;2000;52;normal
49;2008;52;normal
49;2007;53;normal
49;2009;53;normal
50;2018;53;normal
52;2027;53;normal
55;2030;53;normal
58;2037;53;normal
59;2047;54;normal
61;2055;54;normal
63;2058;54;normal
63;2069;54;normal
63;2078;54;normal
63;2086;54;normal
63;2094;55;normal
64;2101;55;normal
64;2104;55;normal
62;2111;55;normal
61;2124;55;normal
60;2129;56;normal
60;2133;56;normal
60;2141;56;normal
60;2148;56;normal
59;2152;56;normal
59;2158;56;normal
59;2167;57;normal
59;2174;57;normal
59;2174;57;normal
59;2180;57;normal
60;2183;57;normal
74;2195;57;normal
79;2199;58;normal
79;2199;58;normal
67;2222;58;normal
60;2245;58;normal
48;2234;58;normal
40;2218;58;normal
40;2200;58;normal
39;2200;58;normal
39;2193;57;normal
39;2189;57;normal
39;2183;57;normal
39;2177;57;normal
39;2177;57;normal
39;2180;57;normal
47;2170;57;normal
53;2176;57;normal
61;2182;57;normal
70;2188;57;normal
72;2186;57;normal
72;2208;58;normal
72;2221;58;normal
71;2239;58;normal
70;2240;58;normal
70;2247;59;normal
70;2253;59;normal
69;2257;59;normal
69;2269;59;normal
69;2281;60;normal
69;2290;60;normal
69;2288;60;normal
70;2301;60;normal
77;2320;61;normal
96;2384;61;normal
95;2608;61;normal
93;2898;61;normal
83;3215;61;normal
79;3519;62;normal
77;3569;62;normal
75;3604;63;normal
73;3541;63;normal
68;3455;63;normal
64;3450;63;normal
58;3437;63;normal
45;3437;63;normal
45;3433;62;normal
46;3444;62;normal
46;3467;62;normal
46;3237;62;normal
48;2704;62;normal
32;2382;62;normal
67;2387;63;normal
77;2402;63;normal
84;2414;63;normal
92;2434;64;normal
99;2453;64;normal
100;2463;65;normal
100;2504;66;normal
100;2535;66;normal
100;2536;67;normal
100;2568;67;normal
100;2578;68;normal
100;2600;68;normal
100;2616;69;normal
100;2641;69;normal
100;2658;70;normal
100;2669;70;normal
100;2698;71;normal
100;2729;72;normal
100;2752;72;normal
100;2773;73;normal
100;2796;73;normal
100;2816;74;normal
100;2831;74;normal
100;2854;75;normal
100;2886;76;normal
100;2909;76;normal
100;2928;77;normal
100;2964;78;normal
100;2977;78;normal
100;2996;78;normal
100;3026;79;normal
87;3051;80;normal
92;3072;80;normal
100;3095;81;bad
100;3080;81;bad
100;3062;81;bad
31;3029;81;bad
27;3049;81;bad
10;2780;72;normal
57;2758;72;normal
67;2774;72;normal
80;2781;73;normal
93;2787;73;normal
100;2808;74;normal
100;2826;74;normal
100;2844;75;normal
100;2868;75;normal
100;2888;76;normal
100;2909;76;normal
100;2927;77;normal
100;2946;77;normal
100;2963;78;normal
100;2978;78;normal
100;2999;78;normal
100;3007;79;normal
100;3033;79;normal
100;3042;80;normal
100;3054;80;normal
100;3065;80;normal
80;3086;80;normal
76;3093;81;bad
76;3103;81;bad
76;3103;81;bad
76;3104;81;bad
80;3110;81;bad
81;3127;82;bad
88;3122;82;bad
99;3141;82;bad
100;3154;83;bad
100;3166;83;bad
100;3184;84;bad
100;3200;83;bad
100;3218;84;bad
99;3218;84;bad
82;3239;85;bad
83;3241;85;bad
83;3255;85;bad
84;3269;85;bad
85;3274;86;bad
85;3285;86;bad
85;3304;86;bad
84;3321;87;bad
84;3346;88;bad
92;3361;88;bad
100;3382;89;bad
100;3399;89;bad
100;3420;90;bad
100;3440;90;bad
100;3458;91;bad
100;3488;91;bad
100;3511;92;bad
100;3535;93;bad
100;3555;93;bad
100;3580;94;bad
100;3602;94;bad
100;3624;95;bad
100;3651;96;bad
100;3679;96;bad
100;3620;96;bad
58;3588;97;bad
66;3609;96;bad
16;2010;52;normal
18;1989;52;normal
25;1982;52;normal
37;1976;52;normal
36;1983;52;normal
38;2022;52;normal
49;2010;53;normal
57;2020;53;normal
57;2026;53;normal
55;2055;54;normal
54;2080;54;normal
54;2063;54;normal
50;2066;54;normal
34;2081;54;normal
33;2065;54;normal
28;2101;54;normal
18;2095;55;normal
27;2090;55;normal
34;2095;55;normal
32;2095;55;normal
32;2095;55;normal
30;2103;55;normal
30;2112;55;normal
30;2119;55;normal
36;2139;56;normal
42;2138;56;normal
50;2139;56;normal
55;2151;56;normal
55;2117;56;normal
14;2125;56;normal
39;2111;56;normal
82;1521;37;normal
32;1647;37;normal
47;1832;37;normal
45;1984;37;normal
45;2094;37;normal
45;2067;37;normal
45;2029;37;normal
38;2047;37;normal
30;2044;37;normal
26;2060;38;normal
22;2067;38;normal
21;2063;38;normal
21;2064;38;normal
21;2065;38;normal
23;2073;38;normal
28;2054;38;normal
23;2053;38;normal
54;1995;37;normal
3;2025;37;normal
43;910;10;normal
12;919;8;normal
16;935;8;normal
17;951;8;normal
17;957;7;normal
16;960;7;normal
15;985;7;normal
26;1085;7;normal
36;1282;7;normal
51;1418;7;normal
66;1535;8;normal
64;1538;8;normal
54;1544;9;normal
43;1588;9;normal
44;1708;10;normal
57;1670;11;normal
66;1501;14;normal
73;1457;18;normal
74;1454;19;normal
76;1490;18;normal
74;1552;17;normal
78;1568;20;normal
78;1592;20;normal
78;1704;20;normal
78;1899;23;normal
76;2042;24;normal
76;2206;26;normal
77;2447;29;normal
69;2667;31;normal
65;2705;32;normal
54;2714;32;normal
53;2756;33;normal
56;2777;33;normal
49;2719;32;normal
44;2571;30;normal
46;2366;28;normal
48;2376;28;normal
55;2440;29;normal
55;2494;29;normal
59;2560;30;normal
61;2620;31;normal
63;2695;31;normal
65;2756;32;normal
65;2809;33;normal
65;2875;34;normal
66;2973;35;normal
70;3055;36;normal
70;3103;36;normal
69;3167;37;normal
66;3250;38;normal
63;3301;39;normal
64;3390;40;normal
64;3452;41;normal
64;3523;41;normal
65;3566;42;normal
66;3641;43;normal
67;3684;43;normal
65;3710;43;normal
68;3368;44;normal
55;2553;46;normal
65;2531;46;normal
69;2565;47;normal
56;2592;48;normal
50;2633;48;normal
49;2662;49;normal
50;2701;49;normal
50;2727;49;normal
50;2755;50;normal
50;2789;51;normal
50;2816;51;normal
50;2841;51;normal
51;2868;52;normal
51;2896;53;normal
50;2921;53;normal
50;2943;54;normal
50;2982;54;normal
50;3004;54;normal
50;3023;55;normal
50;3051;56;normal
50;3093;56;normal
52;3117;56;normal
58;3145;57;normal
58;3185;58;normal
59;3219;58;normal
58;3224;59;normal
53;3263;59;normal
42;3306;60;normal
47;3343;61;normal
59;3366;61;normal
63;3431;62;normal
80;3490;63;normal
99;3539;65;normal
100;3594;65;normal
99;3648;66;normal
99;3694;67;normal
100;3752;68;normal
81;3782;69;normal
70;3813;70;normal
62;3849;70;normal
31;3834;70;normal
14;3762;70;normal
62;3812;70;normal
39;3706;68;normal
39;3709;68;normal
62;1553;18;normal
12;1515;18;normal
26;1562;18;normal
24;1598;19;normal
23;1645;19;normal
26;1696;20;normal
30;1727;20;normal
32;1794;21;normal
32;1843;22;normal
43;1913;22;normal
52;1992;23;normal
55;2018;24;normal
43;2074;24;normal
42;2072;25;normal
27;2087;25;normal
10;2056;25;normal
27;2023;25;normal
54;2170;24;normal
22;2149;25;normal
26;2146;25;normal
25;2197;26;normal
21;2199;26;normal
20;2228;26;normal
18;2262;27;normal
18;2279;27;normal
18;2305;27;normal
17;2323;27;normal
17;2349;28;normal
17;2361;27;normal
16;2385;28;normal
16;2403;28;normal
16;2432;28;normal
16;2448;28;normal
16;2458;29;normal
16;2477;29;normal
15;2511;29;normal
12;2494;30;normal
62;2432;29;normal
23;2457;29;normal
31;1792;21;normal
86;1819;21;normal
17;1985;22;normal
49;1987;24;normal
39;2005;23;normal
42;1982;23;normal
44;2036;24;normal
45;2189;25;normal
50;2229;26;normal
62;2329;27;normal
62;2411;28;normal
61;2511;29;normal
61;2610;31;normal
60;2728;32;normal
60;2828;33;normal
60;2899;34;normal
59;2966;35;normal
54;3048;36;normal
49;3125;37;normal
47;3179;37;normal
46;3257;38;normal
48;3383;39;normal
80;3456;41;normal
82;3524;41;normal
86;3630;43;normal
84;3706;44;normal
85;3116;45;normal
38;2732;46;normal
56;2622;47;normal
63;2630;48;normal
68;2670;49;normal
67;2720;50;normal
67;2781;50;normal
70;2843;51;normal
84;2918;53;normal
94;2978;54;normal
90;2863;54;normal
26;2907;54;normal
39;2932;54;normal
66;1696;19;normal
14;1726;20;normal
32;1750;21;normal
51;1715;21;normal
15;1744;21;normal
39;1766;21;normal
78;1781;21;normal
43;1805;21;normal
47;1827;21;normal
70;1874;22;normal
10;1844;22;normal
12;1881;22;normal
11;1912;22;normal
11;1958;23;normal
22;2031;23;normal
30;2035;24;normal
39;2078;24;normal
37;2084;25;normal
26;2165;25;normal
11;2191;25;normal
23;2210;26;normal
29;2251;26;normal
31;2311;27;normal
32;2366;28;normal
42;2502;29;normal
57;2523;30;normal
61;2590;30;normal
61;2608;31;normal
43;2711;32;normal
31;2762;32;normal
33;2824;33;normal
45;2870;34;normal
47;2942;35;normal
43;2980;35;normal
35;3025;35;normal
27;3080;36;normal
19;3092;36;normal
20;3093;36;normal
18;3057;36;normal
86;3016;36;normal
47;3079;36;normal
50;3139;36;normal
11;3177;36;normal
16;3141;37;normal
25;3124;37;normal
10;3062;37;normal
31;3040;37;normal
19;2921;37;normal
10;2657;38;normal
58;2366;38;normal
17;2253;39;normal
56;2141;40;normal
54;2104;40;normal
40;2140;40;normal
62;1751;30;normal
24;1905;31;normal
34;2115;32;normal
36;2356;32;normal
50;2673;32;normal
58;2931;34;normal
73;2951;35;normal
65;3048;36;normal
54;3153;37;normal
53;3254;38;normal
52;3339;39;normal
52;3418;40;normal
51;3486;41;normal
52;3577;42;normal
52;3638;43;normal
53;3315;44;normal
30;2556;45;normal
41;2508;46;normal
47;2562;47;normal
46;2608;47;normal
47;2660;48;normal
52;2696;49;normal
48;2740;50;normal
22;2729;50;normal
58;2731;50;normal
11;2768;50;normal
27;2526;45;normal
70;2481;45;normal
82;2493;45;normal
86;2499;46;normal
10;2501;46;normal
14;2503;46;normal
15;2512;46;normal
18;2526;46;normal
20;2534;46;normal
25;2544;47;normal
25;2558;47;normal
25;2568;47;normal
25;2620;47;normal
37;2640;48;normal
58;2659;48;normal
58;2695;49;normal
57;2737;49;normal
57;2772;50;normal
57;2831;51;normal
57;2866;52;normal
56;2860;52;normal
49;2884;53;normal
46;2911;53;normal
40;2931;53;normal
36;2958;54;normal
33;2977;54;normal
34;3008;54;normal
40;3038;55;normal
61;3062;56;normal
63;3098;56;normal
63;3137;57;normal
62;3158;58;normal
45;3190;58;normal
45;3265;59;normal
63;3300;60;normal
71;3226;60;normal
28;3213;60;normal
70;3244;60;normal
39;3246;59;normal
27;2745;50;normal
10;2299;42;normal
31;2302;42;normal
27;2326;42;normal
29;2341;43;normal
30;2355;43;normal
31;2372;43;normal
31;2388;44;normal
30;2406;44;normal
30;2428;44;normal
30;2475;45;normal
27;2705;45;normal
25;2928;45;normal
25;3142;45;normal
25;3322;45;normal
23;3484;45;normal
24;3624;45;normal
18;3714;45;normal
12;3834;45;normal
31;3790;45;normal
78;3416;40;normal
15;3432;40;normal
50;3483;40;normal
14;3476;41;normal
16;3413;41;normal
54;3435;40;normal
11;3372;39;normal
66;3390;39;normal
10;3426;40;normal
12;3399;40;normal
15;3431;40;normal
14;3475;41;normal
14;3482;41;normal
16;3520;41;normal
15;3523;41;normal
14;3490;42;normal
39;3502;42;normal
78;1958;23;normal
28;1938;23;normal
27;2042;24;normal
24;2061;24;normal
24;2149;25;normal
23;2169;26;normal
23;2228;26;normal
23;2273;27;normal
23;2302;27;normal
22;2367;28;normal
21;2391;28;normal
11;2438;29;normal
10;2455;29;normal
98;2488;29;normal
90;2444;29;normal
15;2542;30;normal
54;2601;30;normal
70;2606;31;normal
14;2697;32;normal
78;2737;33;normal
54;2759;33;normal
23;2868;33;normal
66;2942;34;normal
20;2918;35;normal
25;2914;35;normal
35;2983;35;normal
15;2863;34;normal
35;2902;34;normal
15;2946;35;normal
15;3023;35;normal
10;3109;36;normal
11;3054;36;normal
86;2957;36;normal
50;3028;37;normal
14;3250;37;normal
20;3200;38;normal
36;3302;39;normal
33;3368;40;normal
36;3457;40;normal
39;3479;41;normal
32;3534;42;normal
18;3520;42;normal
86;3572;42;normal
39;3601;42;normal
23;3594;42;normal
11;3585;42;normal
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
