18,2422,44,1
22,2420,44,1
25,2412,44,1
29,2414,44,1
29,2412,44,1
29,2410,44,1
29,2407,44,1
29,2413,44,1
29,2411,44,1
29,2413,44,1
29,2422,44,1
31,2425,44,1
34,2428,44,1
36,2428,44,1
36,2433,44,1
36,2428,44,1
33,2417,44,1
28,2428,44,1
28,2420,44,1
27,2423,44,1
27,2435,44,1
27,2450,44,1
27,2454,44,1
27,2449,44,1
28,2448,44,1
30,2440,44,1
30,2440,44,1
34,2455,45,1
40,2464,45,1
42,2472,45,1
43,2481,45,1
43,2492,45,1
42,2503,45,1
41,2510,46,1
41,2519,46,1
41,2521,46,1
40,2535,46,1
36,2530,46,1
35,2537,46,1
35,2542,46,1
35,2551,46,1
35,2554,47,1
35,2556,47,1
35,2562,47,1
35,2560,47,1
35,2564,47,1
35,2604,47,1
53,2615,48,1
68,2646,48,1
72,2662,48,1
68,2682,49,1
62,2716,49,1
58,2748,50,1
59,2779,51,1
59,2793,51,1
57,2774,50,1
38,2781,51,1
36,2792,51,1
35,2793,51,1
36,2791,51,1
36,2796,51,1
36,2795,51,1
36,2799,51,1
36,2807,51,1
38,2812,51,1
39,2805,51,1
40,2817,51,1
41,2827,51,1
43,2832,51,1
47,2841,52,1
47,2851,52,1
48,2864,52,1
48,2881,52,1
49,2899,53,1
48,2915,53,1
49,2918,53,1
47,2924,53,1
44,2933,53,1
43,2942,54,1
41,2943,54,1
37,2945,54,1
34,2940,54,1
29,2939,54,1
18,2947,53,1
18,2936,53,1
19,2928,53,1
19,2923,53,1
19,2905,53,1
19,2899,53,1
19,2895,53,1
21,2881,53,1
24,2869,52,1
26,2883,52,1
27,2870,52,1
28,2003,52,1
35,1982,52,1
37,1992,52,1
37,1991,52,1
40,2002,52,1
45,1996,52,1
48,1990,52,1
49,1995,52,1
49,2000,52,1
49,2008,52,1
49,2007,53,1
49,2009,53,1
50,2018,53,1
52,2027,53,1
55,2030,53,1
58,2037,53,1
59,2047,54,1
61,2055,54,1
63,2058,54,1
63,2069,54,1
63,2078,54,1
63,2086,54,1
63,2094,55,1
64,2101,55,1
64,2104,55,1
62,2111,55,1
61,2124,55,1
60,2129,56,1
60,2133,56,1
60,2141,56,1
60,2148,56,1
59,2152,56,1
59,2158,56,1
59,2167,57,1
59,2174,57,1
59,2174,57,1
59,2180,57,1
60,2183,57,1
74,2195,57,1
79,2199,58,1
79,2199,58,1
67,2222,58,1
60,2245,58,1
48,2234,58,1
40,2218,58,1
40,2200,58,1
39,2200,58,1
39,2193,57,1
39,2189,57,1
39,2183,57,1
39,2177,57,1
39,2177,57,1
39,2180,57,1
47,2170,57,1
53,2176,57,1
61,2182,57,1
70,2188,57,1
72,2186,57,1
72,2208,58,1
72,2221,58,1
71,2239,58,1
70,2240,58,1
70,2247,59,1
70,2253,59,1
69,2257,59,1
69,2269,59,1
69,2281,60,1
69,2290,60,1
69,2288,60,1
70,2301,60,1
77,2320,61,1
96,2384,61,1
95,2608,61,1
93,2898,61,1
83,3215,61,1
79,3519,62,1
77,3569,62,1
75,3604,63,1
73,3541,63,1
68,3455,63,1
64,3450,63,1
58,3437,63,1
45,3437,63,1
45,3433,62,1
46,3444,62,1
46,3467,62,1
46,3237,62,1
48,2704,62,1
32,2382,62,1
67,2387,63,1
77,2402,63,1
84,2414,63,1
92,2434,64,1
99,2453,64,1
100,2463,65,1
100,2504,66,1
100,2535,66,1
100,2536,67,1
100,2568,67,1
100,2578,68,1
100,2600,68,1
100,2616,69,1
100,2641,69,1
100,2658,70,1
100,2669,70,1
100,2698,71,1
100,2729,72,1
100,2752,72,1
100,2773,73,1
100,2796,73,1
100,2816,74,1
100,2831,74,1
100,2854,75,1
100,2886,76,1
100,2909,76,1
100,2928,77,1
100,2964,78,1
100,2977,78,1
100,2996,78,1
100,3026,79,1
87,3051,80,1
92,3072,80,1
100,3095,81,2
100,3080,81,2
100,3062,81,2
31,3029,81,2
27,3049,81,2
10,2780,72,1
57,2758,72,1
67,2774,72,1
80,2781,73,1
93,2787,73,1
100,2808,74,1
100,2826,74,1
100,2844,75,1
100,2868,75,1
100,2888,76,1
100,2909,76,1
100,2927,77,1
100,2946,77,1
100,2963,78,1
100,2978,78,1
100,2999,78,1
100,3007,79,1
100,3033,79,1
100,3042,80,1
100,3054,80,1
100,3065,80,1
80,3086,80,1
76,3093,81,2
76,3103,81,2
76,3103,81,2
76,3104,81,2
80,3110,81,2
81,3127,82,2
88,3122,82,2
99,3141,82,2
100,3154,83,2
100,3166,83,2
100,3184,84,2
100,3200,83,2
100,3218,84,2
99,3218,84,2
82,3239,85,2
83,3241,85,2
83,3255,85,2
84,3269,85,2
85,3274,86,2
85,3285,86,2
85,3304,86,2
84,3321,87,2
84,3346,88,2
92,3361,88,2
100,3382,89,2
100,3399,89,2
100,3420,90,2
100,3440,90,2
100,3458,91,2
100,3488,91,2
100,3511,92,2
100,3535,93,2
100,3555,93,2
100,3580,94,2
100,3602,94,2
100,3624,95,2
100,3651,96,2
100,3679,96,2
100,3620,96,2
58,3588,97,2
66,3609,96,2
16,2010,52,1
18,1989,52,1
25,1982,52,1
37,1976,52,1
36,1983,52,1
38,2022,52,1
49,2010,53,1
57,2020,53,1
57,2026,53,1
55,2055,54,1
54,2080,54,1
54,2063,54,1
50,2066,54,1
34,2081,54,1
33,2065,54,1
28,2101,54,1
18,2095,55,1
27,2090,55,1
34,2095,55,1
32,2095,55,1
32,2095,55,1
30,2103,55,1
30,2112,55,1
30,2119,55,1
36,2139,56,1
42,2138,56,1
50,2139,56,1
55,2151,56,1
55,2117,56,1
14,2125,56,1
39,2111,56,1
82,1521,37,1
32,1647,37,1
47,1832,37,1
45,1984,37,1
45,2094,37,1
45,2067,37,1
45,2029,37,1
38,2047,37,1
30,2044,37,1
26,2060,38,1
22,2067,38,1
21,2063,38,1
21,2064,38,1
21,2065,38,1
23,2073,38,1
28,2054,38,1
23,2053,38,1
54,1995,37,1
3,2025,37,1
43,910,10,1
12,919,8,1
16,935,8,1
17,951,8,1
17,957,7,1
16,960,7,1
15,985,7,1
26,1085,7,1
36,1282,7,1
51,1418,7,1
66,1535,8,1
64,1538,8,1
54,1544,9,1
43,1588,9,1
44,1708,10,1
57,1670,11,1
66,1501,14,1
73,1457,18,1
74,1454,19,1
76,1490,18,1
74,1552,17,1
78,1568,20,1
78,1592,20,1
78,1704,20,1
78,1899,23,1
76,2042,24,1
76,2206,26,1
77,2447,29,1
69,2667,31,1
65,2705,32,1
54,2714,32,1
53,2756,33,1
56,2777,33,1
49,2719,32,1
44,2571,30,1
46,2366,28,1
48,2376,28,1
55,2440,29,1
55,2494,29,1
59,2560,30,1
61,2620,31,1
63,2695,31,1
65,2756,32,1
65,2809,33,1
65,2875,34,1
66,2973,35,1
70,3055,36,1
70,3103,36,1
69,3167,37,1
66,3250,38,1
63,3301,39,1
64,3390,40,1
64,3452,41,1
64,3523,41,1
65,3566,42,1
66,3641,43,1
67,3684,43,1
65,3710,43,1
68,3368,44,1
55,2553,46,1
65,2531,46,1
69,2565,47,1
56,2592,48,1
50,2633,48,1
49,2662,49,1
50,2701,49,1
50,2727,49,1
50,2755,50,1
50,2789,51,1
50,2816,51,1
50,2841,51,1
51,2868,52,1
51,2896,53,1
50,2921,53,1
50,2943,54,1
50,2982,54,1
50,3004,54,1
50,3023,55,1
50,3051,56,1
50,3093,56,1
52,3117,56,1
58,3145,57,1
58,3185,58,1
59,3219,58,1
58,3224,59,1
53,3263,59,1
42,3306,60,1
47,3343,61,1
59,3366,61,1
63,3431,62,1
80,3490,63,1
99,3539,65,1
100,3594,65,1
99,3648,66,1
99,3694,67,1
100,3752,68,1
81,3782,69,1
70,3813,70,1
62,3849,70,1
31,3834,70,1
14,3762,70,1
62,3812,70,1
39,3706,68,1
39,3709,68,1
62,1553,18,1
12,1515,18,1
26,1562,18,1
24,1598,19,1
23,1645,19,1
26,1696,20,1
30,1727,20,1
32,1794,21,1
32,1843,22,1
43,1913,22,1
52,1992,23,1
55,2018,24,1
43,2074,24,1
42,2072,25,1
27,2087,25,1
10,2056,25,1
27,2023,25,1
54,2170,24,1
22,2149,25,1
26,2146,25,1
25,2197,26,1
21,2199,26,1
20,2228,26,1
18,2262,27,1
18,2279,27,1
18,2305,27,1
17,2323,27,1
17,2349,28,1
17,2361,27,1
16,2385,28,1
16,2403,28,1
16,2432,28,1
16,2448,28,1
16,2458,29,1
16,2477,29,1
15,2511,29,1
12,2494,30,1
62,2432,29,1
23,2457,29,1
31,1792,21,1
86,1819,21,1
17,1985,22,1
49,1987,24,1
39,2005,23,1
42,1982,23,1
44,2036,24,1
45,2189,25,1
50,2229,26,1
62,2329,27,1
62,2411,28,1
61,2511,29,1
61,2610,31,1
60,2728,32,1
60,2828,33,1
60,2899,34,1
59,2966,35,1
54,3048,36,1
49,3125,37,1
47,3179,37,1
46,3257,38,1
48,3383,39,1
80,3456,41,1
82,3524,41,1
86,3630,43,1
84,3706,44,1
85,3116,45,1
38,2732,46,1
56,2622,47,1
63,2630,48,1
68,2670,49,1
67,2720,50,1
67,2781,50,1
70,2843,51,1
84,2918,53,1
94,2978,54,1
90,2863,54,1
26,2907,54,1
39,2932,54,1
66,1696,19,1
14,1726,20,1
32,1750,21,1
51,1715,21,1
15,1744,21,1
39,1766,21,1
78,1781,21,1
43,1805,21,1
47,1827,21,1
70,1874,22,1
10,1844,22,1
12,1881,22,1
11,1912,22,1
11,1958,23,1
22,2031,23,1
30,2035,24,1
39,2078,24,1
37,2084,25,1
26,2165,25,1
11,2191,25,1
23,2210,26,1
29,2251,26,1
31,2311,27,1
32,2366,28,1
42,2502,29,1
57,2523,30,1
61,2590,30,1
61,2608,31,1
43,2711,32,1
31,2762,32,1
33,2824,33,1
45,2870,34,1
47,2942,35,1
43,2980,35,1
35,3025,35,1
27,3080,36,1
19,3092,36,1
20,3093,36,1
18,3057,36,1
86,3016,36,1
47,3079,36,1
50,3139,36,1
11,3177,36,1
16,3141,37,1
25,3124,37,1
10,3062,37,1
31,3040,37,1
19,2921,37,1
10,2657,38,1
58,2366,38,1
17,2253,39,1
56,2141,40,1
54,2104,40,1
40,2140,40,1
62,1751,30,1
24,1905,31,1
34,2115,32,1
36,2356,32,1
50,2673,32,1
58,2931,34,1
73,2951,35,1
65,3048,36,1
54,3153,37,1
53,3254,38,1
52,3339,39,1
52,3418,40,1
51,3486,41,1
52,3577,42,1
52,3638,43,1
53,3315,44,1
30,2556,45,1
41,2508,46,1
47,2562,47,1
46,2608,47,1
47,2660,48,1
52,2696,49,1
48,2740,50,1
22,2729,50,1
58,2731,50,1
11,2768,50,1
27,2526,45,1
70,2481,45,1
82,2493,45,1
86,2499,46,1
10,2501,46,1
14,2503,46,1
15,2512,46,1
18,2526,46,1
20,2534,46,1
25,2544,47,1
25,2558,47,1
25,2568,47,1
25,2620,47,1
37,2640,48,1
58,2659,48,1
58,2695,49,1
57,2737,49,1
57,2772,50,1
57,2831,51,1
57,2866,52,1
56,2860,52,1
49,2884,53,1
46,2911,53,1
40,2931,53,1
36,2958,54,1
33,2977,54,1
34,3008,54,1
40,3038,55,1
61,3062,56,1
63,3098,56,1
63,3137,57,1
62,3158,58,1
45,3190,58,1
45,3265,59,1
63,3300,60,1
71,3226,60,1
28,3213,60,1
70,3244,60,1
39,3246,59,1
27,2745,50,1
10,2299,42,1
31,2302,42,1
27,2326,42,1
29,2341,43,1
30,2355,43,1
31,2372,43,1
31,2388,44,1
30,2406,44,1
30,2428,44,1
30,2475,45,1
27,2705,45,1
25,2928,45,1
25,3142,45,1
25,3322,45,1
23,3484,45,1
24,3624,45,1
18,3714,45,1
12,3834,45,1
31,3790,45,1
78,3416,40,1
15,3432,40,1
50,3483,40,1
14,3476,41,1
16,3413,41,1
54,3435,40,1
11,3372,39,1
66,3390,39,1
10,3426,40,1
12,3399,40,1
15,3431,40,1
14,3475,41,1
14,3482,41,1
16,3520,41,1
15,3523,41,1
14,3490,42,1
39,3502,42,1
78,1958,23,1
28,1938,23,1
27,2042,24,1
24,2061,24,1
24,2149,25,1
23,2169,26,1
23,2228,26,1
23,2273,27,1
23,2302,27,1
22,2367,28,1
21,2391,28,1
11,2438,29,1
10,2455,29,1
98,2488,29,1
90,2444,29,1
15,2542,30,1
54,2601,30,1
70,2606,31,1
14,2697,32,1
78,2737,33,1
54,2759,33,1
23,2868,33,1
66,2942,34,1
20,2918,35,1
25,2914,35,1
35,2983,35,1
15,2863,34,1
35,2902,34,1
15,2946,35,1
15,3023,35,1
10,3109,36,1
11,3054,36,1
86,2957,36,1
50,3028,37,1
14,3250,37,1
20,3200,38,1
36,3302,39,1
33,3368,40,1
36,3457,40,1
39,3479,41,1
32,3534,42,1
18,3520,42,1
86,3572,42,1
39,3601,42,1
23,3594,42,1
11,3585,42,1
