0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
0,normal
1,normal
1,normal
2,normal
3,normal
3,normal
4,normal
4,normal
5,normal
6,normal
6,normal
7,normal
7,normal
8,normal
8,normal
8,normal
8,normal
8,normal
9,normal
9,normal
9,normal
9,normal
10,normal
10,normal
11,normal
11,normal
12,normal
12,normal
13,normal
14,normal
15,normal
16,normal
17,normal
18,normal
19,normal
20,normal
20,normal
21,normal
22,normal
24,normal
25,normal
26,normal
28,normal
30,normal
31,normal
34,normal
37,normal
36,normal
38,normal
38,normal
42,normal
43,normal
42,normal
43,normal
44,normal
45,normal
46,normal
47,normal
49,normal
49,normal
50,normal
51,normal
52,normal
53,normal
54,normal
55,normal
55,normal
55,normal
56,normal
56,normal
57,normal
57,normal
58,normal
58,normal
59,normal
60,normal
61,normal
62,normal
63,normal
63,normal
64,normal
65,normal
66,normal
66,normal
67,normal
68,normal
68,normal
69,normal
69,normal
70,normal
70,normal
71,normal
72,normal
72,normal
73,normal
74,normal
74,normal
75,normal
75,normal
76,normal
76,normal
77,normal
77,normal
78,normal
78,normal
79,normal
79,normal
79,normal
80,normal
80,normal
81,bad
81,bad
82,bad
82,bad
83,bad
83,bad
83,bad
84,bad
84,bad
84,bad
85,bad
85,bad
85,bad
85,bad
85,bad
86,bad
86,bad
86,bad
87,bad
87,bad
87,bad
88,bad
88,bad
89,bad
89,bad
89,bad
90,bad
90,bad
90,bad
90,bad
90,bad
89,bad
89,bad
88,bad
88,bad
87,bad
86,bad
86,bad
85,bad
85,bad
84,bad
84,bad
84,bad
83,bad
83,bad
82,bad
82,bad
81,bad
80,normal
80,normal
79,normal
79,normal
78,normal
78,normal
77,normal
77,normal
76,normal
76,normal
75,normal
74,normal
74,normal
73,normal
72,normal
72,normal
71,normal
71,normal
70,normal
70,normal
70,normal
69,normal
70,normal
69,normal
69,normal
70,normal
70,normal
70,normal
70,normal
70,normal
71,normal
71,normal
71,normal
71,normal
72,normal
72,normal
72,normal
73,normal
73,normal
73,normal
73,normal
74,normal
74,normal
74,normal
74,normal
74,normal
75,normal
75,normal
75,normal
75,normal
76,normal
76,normal
76,normal
77,normal
77,normal
77,normal
78,normal
78,normal
78,normal
78,normal
77,normal
77,normal
76,normal
76,normal
74,normal
73,normal
71,normal
69,normal
67,normal
66,normal
65,normal
65,normal
64,normal
64,normal
63,normal
62,normal
61,normal
60,normal
59,normal
57,normal
57,normal
56,normal
55,normal
54,normal
54,normal
53,normal
52,normal
52,normal
51,normal
51,normal
50,normal
49,normal
49,normal
49,normal
48,normal
48,normal
47,normal
47,normal
47,normal
46,normal
46,normal
46,normal
46,normal
45,normal
45,normal
45,normal
45,normal
45,normal
45,normal
45,normal
44,normal
45,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
44,normal
45,normal
45,normal
45,normal
45,normal
45,normal
45,normal
46,normal
46,normal
46,normal
46,normal
46,normal
46,normal
46,normal
46,normal
47,normal
47,normal
47,normal
47,normal
47,normal
47,normal
48,normal
48,normal
48,normal
49,normal
49,normal
50,normal
51,normal
51,normal
50,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
51,normal
52,normal
52,normal
52,normal
52,normal
53,normal
53,normal
53,normal
53,normal
53,normal
54,normal
54,normal
54,normal
54,normal
54,normal
53,normal
53,normal
53,normal
53,normal
53,normal
53,normal
53,normal
53,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
52,normal
53,normal
53,normal
53,normal
53,normal
53,normal
53,normal
54,normal
54,normal
54,normal
54,normal
54,normal
54,normal
55,normal
55,normal
55,normal
55,normal
55,normal
56,normal
56,normal
56,normal
56,normal
56,normal
56,normal
57,normal
57,normal
57,normal
57,normal
57,normal
57,normal
58,normal
58,normal
58,normal
58,normal
58,normal
58,normal
58,normal
58,normal
57,normal
57,normal
57,normal
57,normal
57,normal
57,normal
57,normal
57,normal
57,normal
57,normal
57,normal
58,normal
58,normal
58,normal
58,normal
